movie_id,movie_name,year,decade,certificate,runtime_in_minutes,genre,rating,description,director,director_id,star,star_id,votes,gross_in_dollars
tt6723592,Tenet,2020,2020s,PG-13,150,Action,7.3,"Armed with only one word, Tenet, and fighting for the survival of the entire world, a Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",Christopher Nolan,/name/nm0634240/,"John David Washington, Robert Pattinson, Elizabeth Debicki, Juhan Ulfsak","/name/nm0913475/,/name/nm1500155/,/name/nm4456120/,/name/nm1798449/",516824,58456624
tt0113277,Heat,1995,1990s,R,170,Action,8.3,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.,Michael Mann,/name/nm0000520/,"Al Pacino, Robert De Niro, Val Kilmer, Jon Voight","/name/nm0000199/,/name/nm0000134/,/name/nm0000174/,/name/nm0000685/",662373,67436818
tt6334354,The Suicide Squad,2021,2020s,R,132,Action,7.2,"Supervillains Harley Quinn, Bloodsport, Peacemaker, and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",James Gunn,/name/nm0348181/,"Margot Robbie, Idris Elba, John Cena, Joel Kinnaman","/name/nm3053338/,/name/nm0252961/,/name/nm1078479/,/name/nm1172478/",359784,55817425
tt0096446,Willow,1988,1980s,PG,126,Action,7.2,A young farmer is chosen to undertake a perilous journey in order to protect a special baby from an evil queen.,Ron Howard,/name/nm0000165/,"Val Kilmer, Joanne Whalley, Warwick Davis, Jean Marsh","/name/nm0000174/,/name/nm0000695/,/name/nm0001116/,/name/nm0550577/",125340,57269863
tt1469304,Baywatch,2017,2010s,R,116,Action,5.5,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.",Seth Gordon,/name/nm1164861/,"Dwayne Johnson, Zac Efron, Alexandra Daddario, Priyanka Chopra Jonas","/name/nm0425005/,/name/nm1374980/,/name/nm1275259/,/name/nm1231899/",190473,58060186
tt0119116,The Fifth Element,1997,1990s,PG-13,126,Action,7.6,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",Luc Besson,/name/nm0000108/,"Bruce Willis, Milla Jovovich, Gary Oldman, Ian Holm","/name/nm0000246/,/name/nm0000170/,/name/nm0000198/,/name/nm0000453/",479782,63540020
tt0472043,Apocalypto,2006,2000s,R,139,Action,7.8,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",Mel Gibson,/name/nm0000154/,"Gerardo Taracena, Raoul Max Trujillo, Dalia Hernández, Rudy Youngblood","/name/nm0850162/,/name/nm0874232/,/name/nm2199664/,/name/nm2199632/",316817,50866635
tt0093870,RoboCop,1987,1980s,R,102,Action,7.6,"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories.",Paul Verhoeven,/name/nm0000682/,"Peter Weller, Nancy Allen, Dan O'Herlihy, Ronny Cox","/name/nm0000693/,/name/nm0000262/,/name/nm0641397/,/name/nm0001074/",263559,53424681
tt0266697,Kill Bill: Vol. 1,2003,2000s,R,111,Action,8.2,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",Quentin Tarantino,/name/nm0000233/,"Uma Thurman, David Carradine, Daryl Hannah, Michael Madsen","/name/nm0000235/,/name/nm0001016/,/name/nm0000435/,/name/nm0000514/",1125303,70099045
tt0424095,Flushed Away,2006,2000s,PG,85,Action,6.6,"The story of an uptown rat that gets flushed down the toilet from his penthouse apartment, ending in the sewers of London, where he has to learn a whole new and different way of life.","David Bowers, Sam Fell",/name/nm0101047/,"Hugh Jackman, Kate Winslet, Ian McKellen, Jean Reno","/name/nm0271402/,/name/nm0413168/,/name/nm0000701/,/name/nm0005212/,/name/nm0000606/",129560,64665672
tt0112442,Bad Boys,1995,1990s,R,119,Action,6.8,Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.,Michael Bay,/name/nm0000881/,"Will Smith, Martin Lawrence, Lisa Boyle, Michael Taliferro","/name/nm0000226/,/name/nm0001454/,/name/nm0102288/,/name/nm0848075/",270812,65807024
tt0058150,Goldfinger,1964,1960s,PG,110,Action,7.7,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",Guy Hamilton,/name/nm0357891/,"Sean Connery, Gert Fröbe, Honor Blackman, Shirley Eaton","/name/nm0000125/,/name/nm0002085/,/name/nm0000303/,/name/nm0247881/",193468,51081062
tt6189022,Angel Has Fallen,2019,2010s,R,121,Action,6.4,Mike Banning is framed for the attempted assassination of the President and must evade his own agency and the FBI as he tries to uncover the real threat.,Ric Roman Waugh,/name/nm0006846/,"Gerard Butler, Frederick Schmidt, Danny Huston, Rocci Boy Williams","/name/nm0124930/,/name/nm5520750/,/name/nm0396812/,/name/nm6875258/",100728,69030436
tt0059800,Thunderball,1965,1960s,PG,130,Action,6.9,James Bond heads to the Bahamas to recover two nuclear warheads stolen by S.P.E.C.T.R.E. Agent Emilio Largo in an international extortion scheme.,Terence Young,/name/nm0950109/,"Sean Connery, Claudine Auger, Adolfo Celi, Luciana Paluzzi","/name/nm0000125/,/name/nm0000805/,/name/nm0148041/,/name/nm0658885/",120852,63600000
tt0093773,Predator,1987,1980s,R,107,Action,7.8,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,John McTiernan,/name/nm0001532/,"Arnold Schwarzenegger, Carl Weathers, Kevin Peter Hall, Elpidia Carrillo","/name/nm0000216/,/name/nm0001835/,/name/nm0001310/,/name/nm0001990/",428940,59735548
tt0120201,Starship Troopers,1997,1990s,R,129,Action,7.3,"Humans in a fascist, militaristic future wage war with giant alien bugs.",Paul Verhoeven,/name/nm0000682/,"Casper Van Dien, Denise Richards, Dina Meyer, Jake Busey","/name/nm0000680/,/name/nm0000612/,/name/nm0000539/,/name/nm0000998/",300663,54814377
tt2334879,White House Down,2013,2010s,PG-13,131,Action,6.3,"While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders.",Roland Emmerich,/name/nm0000386/,"Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke","/name/nm1475594/,/name/nm0004937/,/name/nm0350454/,/name/nm0164809/",225586,73103784
tt0183790,A Knight's Tale,2001,2000s,PG-13,132,Action,6.9,"After his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight.",Brian Helgeland,/name/nm0001338/,"Heath Ledger, Mark Addy, Rufus Sewell, Shannyn Sossamon","/name/nm0005132/,/name/nm0004692/,/name/nm0001722/,/name/nm0815370/",190661,56569702
tt0363547,Dawn of the Dead,2004,2000s,R,101,Action,7.3,"A nurse, a policeman, a young married couple, a salesman and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall.",Zack Snyder,/name/nm0811583/,"Sarah Polley, Ving Rhames, Mekhi Phifer, Jake Weber","/name/nm0001631/,/name/nm0000609/,/name/nm0001616/,/name/nm0916617/",259372,59020957
tt6450804,Terminator: Dark Fate,2019,2010s,R,128,Action,6.2,"An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race.",Tim Miller,/name/nm1783265/,"Linda Hamilton, Arnold Schwarzenegger, Mackenzie Davis, Natalia Reyes","/name/nm0000157/,/name/nm0000216/,/name/nm4496875/,/name/nm0721376/",181371,62253077
tt0434409,V for Vendetta,2005,2000s,R,132,Action,8.2,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman.",James McTeigue,/name/nm0574625/,"Hugo Weaving, Natalie Portman, Rupert Graves, Stephen Rea","/name/nm0915989/,/name/nm0000204/,/name/nm0001291/,/name/nm0001653/",1129454,70511035
tt4172430,13 Hours,2016,2010s,R,144,Action,7.3,"During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos.",Michael Bay,/name/nm0000881/,"John Krasinski, Pablo Schreiber, James Badge Dale, David Denman","/name/nm1024677/,/name/nm1032567/,/name/nm0197647/,/name/nm0219292/",147124,52853219
tt0320691,Underworld,2003,2000s,R,121,Action,7,"Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons.",Len Wiseman,/name/nm0936482/,"Kate Beckinsale, Scott Speedman, Shane Brolly, Michael Sheen","/name/nm0000295/,/name/nm0005454/,/name/nm0111274/,/name/nm0790688/",274031,51970690
tt1197624,Law Abiding Citizen,2009,2000s,R,109,Action,7.4,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free.,F. Gary Gray,/name/nm0336620/,"Gerard Butler, Jamie Foxx, Leslie Bibb, Colm Meaney","/name/nm0124930/,/name/nm0004937/,/name/nm0004753/,/name/nm0000538/",302444,73343413
tt0463985,The Fast and the Furious: Tokyo Drift,2006,2000s,PG-13,104,Action,6,A teenager becomes a major competitor in the world of drift racing after moving in with his father in Tokyo to avoid a jail sentence in America.,Justin Lin,/name/nm0510912/,"Lucas Black, Zachery Ty Bryan, Shad Moss, Damien Marzette","/name/nm0085407/,/name/nm0117022/,/name/nm0510168/,/name/nm2179185/",276811,62514415
tt1365519,Tomb Raider,2018,2010s,PG-13,119,Action,6.3,"Lara Croft (Alicia Vikander), the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she discovers the island where her father, Lord Richard Croft (Dominic West) disappeared.",Roar Uthaug,/name/nm1012385/,"Alicia Vikander, Dominic West, Walton Goggins, Daniel Wu","/name/nm2539953/,/name/nm0922035/,/name/nm0324658/,/name/nm0943079/",217394,58250803
tt0111282,Stargate,1994,1990s,PG-13,116,Action,7,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",Roland Emmerich,/name/nm0000386/,"Kurt Russell, James Spader, Jaye Davidson, Viveca Lindfors","/name/nm0000621/,/name/nm0000652/,/name/nm0001109/,/name/nm0511798/",194450,71565669
tt2704998,Game Night,2018,2010s,R,100,Action,6.9,A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.,"John Francis Daley, Jonathan Goldstein",/name/nm0197855/,"Jason Bateman, Rachel McAdams, Kyle Chandler, Sharon Horgan","/name/nm0326246/,/name/nm0000867/,/name/nm1046097/,/name/nm0151419/,/name/nm1279721/",239542,69179066
tt0149261,Deep Blue Sea,1999,1990s,R,105,Action,5.9,"Searching for a cure to Alzheimer's disease, a group of scientists on an isolated research facility become the prey, as a trio of intelligent sharks fight back.",Renny Harlin,/name/nm0001317/,"Thomas Jane, Saffron Burrows, Samuel L. Jackson, Jacqueline McKenzie","/name/nm0005048/,/name/nm0004787/,/name/nm0000168/,/name/nm0571537/",135982,73648142
tt5052474,Sicario: Day of the Soldado,2018,2010s,R,122,Action,7,"The drug war on the U.S.-Mexico border has escalated as the cartels have begun trafficking terrorists across the US border. To fight the war, federal agent Matt Graver re-teams with the mercurial Alejandro.",Stefano Sollima,/name/nm1356588/,"Benicio Del Toro, Josh Brolin, Isabela Merced, Jeffrey Donovan","/name/nm0001125/,/name/nm0000982/,/name/nm5097044/,/name/nm0232998/",152158,50072235
tt0479143,Rocky Balboa,2006,2000s,PG,102,Action,7.1,"Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight against the reigning heavyweight champ Mason 'The Line' Dixon.",Sylvester Stallone,/name/nm0000230/,"Sylvester Stallone, Antonio Tarver, Milo Ventimiglia, Burt Young","/name/nm0000230/,/name/nm1620989/,/name/nm0893257/,/name/nm0949350/",219775,70270943
tt5886046,Escape Room,2019,2010s,PG-13,99,Action,6.4,Six strangers find themselves in a maze of deadly mystery rooms and must use their wits to survive.,Adam Robitel,/name/nm0733263/,"Taylor Russell, Logan Miller, Jay Ellis, Tyler Labine","/name/nm5347988/,/name/nm2383250/,/name/nm1337350/,/name/nm0479527/",126395,57005601
tt3393786,Jack Reacher: Never Go Back,2016,2010s,PG-13,118,Action,6.1,Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name while on the run as a fugitive from the law.,Edward Zwick,/name/nm0001880/,"Tom Cruise, Cobie Smulders, Aldis Hodge, Robert Knepper","/name/nm0000129/,/name/nm1130627/,/name/nm0388038/,/name/nm0460694/",162602,58697076
tt6924650,Midway,2019,2010s,PG-13,138,Action,6.7,"The story of the Battle of Midway, told by the leaders and the sailors who fought it.",Roland Emmerich,/name/nm0000386/,"Ed Skrein, Patrick Wilson, Woody Harrelson, Luke Evans","/name/nm4534098/,/name/nm0933940/,/name/nm0000437/,/name/nm1812656/",87889,56846802
tt6565702,X-Men: Dark Phoenix,2019,2010s,PG-13,113,Action,5.7,"Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to decide if her life is worth more than all of humanity.",Simon Kinberg,/name/nm1334526/,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult","/name/nm0564215/,/name/nm1055413/,/name/nm2225369/,/name/nm0396558/",190977,65845974
tt0120611,Blade,1998,1990s,R,120,Action,7.1,"A half-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires.",Stephen Norrington,/name/nm0635759/,"Wesley Snipes, Stephen Dorff, Kris Kristofferson, N'Bushe Wright","/name/nm0000648/,/name/nm0001151/,/name/nm0001434/,/name/nm0942668/",279833,70087718
tt0245844,The Count of Monte Cristo,2002,2000s,PG-13,131,Action,7.7,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",Kevin Reynolds,/name/nm0721817/,"Jim Caviezel, Guy Pearce, Christopher Adamson, JB Blanc","/name/nm0001029/,/name/nm0001602/,/name/nm0011478/,/name/nm1072611/",140439,54234062
tt0093409,Lethal Weapon,1987,1980s,R,109,Action,7.6,Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.,Richard Donner,/name/nm0001149/,"Mel Gibson, Danny Glover, Gary Busey, Mitchell Ryan","/name/nm0000154/,/name/nm0000418/,/name/nm0000997/,/name/nm0752751/",262930,65207127
tt0378194,Kill Bill: Vol. 2,2004,2000s,R,137,Action,8,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.",Quentin Tarantino,/name/nm0000233/,"Uma Thurman, David Carradine, Michael Madsen, Daryl Hannah","/name/nm0000235/,/name/nm0001016/,/name/nm0000514/,/name/nm0000435/",764292,66208183
tt3110958,Now You See Me 2,2016,2010s,PG-13,129,Action,6.4,"The Four Horsemen resurface, and are forcibly recruited by a tech genius to pull off their most impossible heist yet.",Jon M. Chu,/name/nm0160840/,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Dave Franco","/name/nm0251986/,/name/nm0749263/,/name/nm0000437/,/name/nm2002649/",296670,65075540
tt3532216,American Made,2017,2010s,R,115,Action,7.1,"The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair.",Doug Liman,/name/nm0510731/,"Tom Cruise, Domhnall Gleeson, Sarah Wright, Jesse Plemons","/name/nm0000129/,/name/nm1727304/,/name/nm0942792/,/name/nm0687146/",189626,51342000
tt0110632,Natural Born Killers,1994,1990s,R,119,Action,7.2,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,Oliver Stone,/name/nm0000231/,"Woody Harrelson, Juliette Lewis, Tom Sizemore, Rodney Dangerfield","/name/nm0000437/,/name/nm0000496/,/name/nm0001744/,/name/nm0001098/",239008,50282766
tt1440129,Battleship,2012,2010s,PG-13,131,Action,5.8,A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals.,Peter Berg,/name/nm0000916/,"Alexander Skarsgård, Brooklyn Decker, Liam Neeson, Rihanna","/name/nm0002907/,/name/nm2395937/,/name/nm0000553/,/name/nm1982597/",250485,65422625
tt1267297,Hercules,2014,2010s,PG-13,98,Action,6,"Having endured his legendary twelve labors, Hercules, the Greek demigod, has his life as a sword-for-hire tested when the King of Thrace and his daughter seek his aid in defeating a tyrannical warlord.",Brett Ratner,/name/nm0711840/,"Dwayne Johnson, John Hurt, Ian McShane, Joseph Fiennes","/name/nm0425005/,/name/nm0000457/,/name/nm0574534/,/name/nm0001212/",158532,72688614
tt0080455,The Blues Brothers,1980,1980s,13+,133,Action,7.9,"Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago.",John Landis,/name/nm0000484/,"John Belushi, Dan Aykroyd, Cab Calloway, John Candy","/name/nm0000004/,/name/nm0000101/,/name/nm0130572/,/name/nm0001006/",203510,57229890
tt0945513,Source Code,2011,2010s,PG-13,93,Action,7.5,A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train within 8 minutes.,Duncan Jones,/name/nm1512910/,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright","/name/nm0350453/,/name/nm1157358/,/name/nm0267812/,/name/nm0942482/",526230,54712227
tt0120177,Spawn,1997,1990s,PG-13,96,Action,5.2,"An elite mercenary is killed, but comes back from Hell as a reluctant soldier of the Devil.",Mark A.Z. Dippé,/name/nm0228147/,"Michael Jai White, John Leguizamo, Martin Sheen, Theresa Randle","/name/nm0925220/,/name/nm0000491/,/name/nm0000640/,/name/nm0005337/",69487,54967359
tt0296572,The Chronicles of Riddick,2004,2000s,R,119,Action,6.6,"The wanted criminal Richard Bruno Riddick arrives on a planet called Helion Prime and finds himself up against an invading empire called the Necromongers, an army that plans to convert or kill all humans in the universe.",David Twohy,/name/nm0878638/,"Vin Diesel, Judi Dench, Colm Feore, Thandiwe Newton","/name/nm0004874/,/name/nm0001132/,/name/nm0272173/,/name/nm0628601/",232250,57761012
tt2406566,Atomic Blonde,2017,2010s,R,115,Action,6.7,An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,David Leitch,/name/nm0500610/,"Charlize Theron, James McAvoy, John Goodman, Eddie Marsan","/name/nm0000234/,/name/nm0564215/,/name/nm0000422/,/name/nm0550371/",197129,51687870
tt0109506,The Crow,1994,1990s,R,102,Action,7.5,A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.,Alex Proyas,/name/nm0001639/,"Brandon Lee, Michael Wincott, Rochelle Davis, Ernie Hudson","/name/nm0000488/,/name/nm0000699/,/name/nm0205373/,/name/nm0001368/",187760,50693162
tt1798684,Southpaw,2015,2010s,R,124,Action,7.3,"After a fatal incident sends him on a rampant path of destruction, a champion boxer fights to get custody of his daughter and revive his professional career.",Antoine Fuqua,/name/nm0298807/,"Jake Gyllenhaal, Rachel McAdams, Oona Laurence, Forest Whitaker","/name/nm0350453/,/name/nm1046097/,/name/nm4802218/,/name/nm0001845/",242527,52421953
tt1648190,The Dark Tower,2017,2010s,PG-13,95,Action,5.6,A boy haunted by visions of a dark tower from a parallel reality teams up with the tower's disillusioned guardian to stop an evil warlock known as the Man in Black who plans to use the boy to destroy the tower and open the gates of Hell.,Nikolaj Arcel,/name/nm1064048/,"Idris Elba, Matthew McConaughey, Tom Taylor, Dennis Haysbert","/name/nm0252961/,/name/nm0000190/,/name/nm6999211/,/name/nm0371660/",140655,50701325
tt1276104,Looper,2012,2010s,R,119,Action,7.4,"In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination.",Rian Johnson,/name/nm0426059/,"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano","/name/nm0330687/,/name/nm0000246/,/name/nm1289434/,/name/nm0200452/",582080,66486205
tt0381849,3:10 to Yuma,2007,2000s,R,122,Action,7.7,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,James Mangold,/name/nm0003506/,"Russell Crowe, Christian Bale, Ben Foster, Logan Lerman","/name/nm0000128/,/name/nm0000288/,/name/nm0004936/,/name/nm0503567/",316785,53606916
tt0770752,Fool's Gold,2008,2000s,PG-13,112,Action,5.7,A new clue to the whereabouts of a lost treasure rekindles a married couple's sense of adventure -- and their estranged romance.,Andy Tennant,/name/nm0855035/,"Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena","/name/nm0000190/,/name/nm0005028/,/name/nm0000661/,/name/nm1232226/",81312,70231041
tt0405325,Sky High,2005,2000s,PG,100,Action,6.3,"Set in an era where superheroes are commonly known and accepted, young William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",Mike Mitchell,/name/nm0593610/,"Kurt Russell, Kelly Preston, Michael Angarano, Danielle Panabaker","/name/nm0000621/,/name/nm0000593/,/name/nm0029400/,/name/nm1263939/",89209,63946815
tt3300542,London Has Fallen,2016,2010s,R,99,Action,5.9,"In London for the Prime Minister's funeral, Mike Banning is caught up in a plot to assassinate all the attending world leaders.",Babak Najafi,/name/nm0619836/,"Gerard Butler, Aaron Eckhart, Morgan Freeman, Angela Bassett","/name/nm0124930/,/name/nm0001173/,/name/nm0000151/,/name/nm0000291/",161622,62678608
tt0829150,Dracula Untold,2014,2010s,PG-13,92,Action,6.2,"As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom.",Gary Shore,/name/nm2411495/,"Luke Evans, Dominic Cooper, Sarah Gadon, Art Parkinson","/name/nm1812656/,/name/nm1002641/,/name/nm0300589/,/name/nm3280686/",199059,56280355
tt0401729,John Carter,2012,2010s,PG-13,132,Action,6.6,"Transported to Barsoom, a Civil War vet discovers a barren planet seemingly inhabited by 12-foot tall barbarians. Finding himself prisoner of these creatures, he escapes, only to encounter Woola and a princess in desperate need of a savior.",Andrew Stanton,/name/nm0004056/,"Taylor Kitsch, Lynn Collins, Willem Dafoe, Samantha Morton","/name/nm2018237/,/name/nm1211488/,/name/nm0000353/,/name/nm0608090/",276296,73078100
tt0159273,Behind Enemy Lines,2001,2000s,PG-13,106,Action,6.4,"A disillusioned pilot shot down over war-torn Bosnia is ensnared in the conflict in war-torn Bosnia. In the crosshairs of the enemy and an assassin, the spoiled pilot runs for his life as his commanding officer risks all to save him.",John Moore,/name/nm0601382/,"Gene Hackman, Owen Wilson, Gabriel Macht, Charles Malik Whitfield","/name/nm0000432/,/name/nm0005562/,/name/nm0532683/,/name/nm0925916/",107604,59068786
tt1706593,Chronicle,2012,2010s,PG-13,84,Action,7,Three high school friends gain superpowers after making an incredible discovery underground. Soon they find their lives spinning out of control and their bond tested as they embrace their darker sides.,Josh Trank,/name/nm2503633/,"Dane DeHaan, Alex Russell, Michael B. Jordan, Michael Kelly","/name/nm2851530/,/name/nm3887625/,/name/nm0430107/,/name/nm0446672/",254580,64575175
tt0103644,Alien³,1992,1990s,R,114,Action,6.4,"After her last encounter, Ellen Ripley crash-lands on Fiorina 161, a maximum security prison. When a series of strange and deadly events occur shortly after her arrival, Ripley realizes that she has brought along an unwelcome visitor.",David Fincher,/name/nm0000399/,"Sigourney Weaver, Charles S. Dutton, Charles Dance, Paul McGann","/name/nm0000244/,/name/nm0001165/,/name/nm0001097/,/name/nm0001524/",304323,55473600
tt0093428,The Living Daylights,1987,1980s,PG,130,Action,6.7,James Bond is sent to investigate a KGB policy to kill all enemy spies and uncovers an arms deal that potentially has major global ramifications.,John Glen,/name/nm0322515/,"Timothy Dalton, Maryam d'Abo, Jeroen Krabbé, Joe Don Baker","/name/nm0001096/,/name/nm0001881/,/name/nm0469103/,/name/nm0000833/",100823,51185897
tt1464540,I Am Number Four,2011,2010s,PG-13,111,Action,6.1,"Aliens and their Guardians are hiding on Earth from intergalactic bounty hunters. They can only be killed in numerical order, and Number Four is next on the list. This is his story.",D.J. Caruso,/name/nm0142286/,"Alex Pettyfer, Timothy Olyphant, Dianna Agron, Teresa Palmer","/name/nm1641117/,/name/nm0648249/,/name/nm1872698/,/name/nm1954240/",240259,55100437
tt0079574,Moonraker,1979,1970s,PG,126,Action,6.2,"James Bond investigates the mid-air theft of a space shuttle, and discovers a plot to commit global genocide.",Lewis Gilbert,/name/nm0318150/,"Roger Moore, Lois Chiles, Michael Lonsdale, Richard Kiel","/name/nm0000549/,/name/nm0001042/,/name/nm0003909/,/name/nm0001423/",103300,70308099
tt0311429,The League of Extraordinary Gentlemen,2003,2000s,PG-13,110,Action,5.8,"In an alternate Victorian Age world, a group of famous contemporary fantasy, science fiction, and adventure characters team up on a secret mission.",Stephen Norrington,/name/nm0635759/,"Sean Connery, Stuart Townsend, Peta Wilson, Jason Flemyng","/name/nm0000125/,/name/nm0870204/,/name/nm0933959/,/name/nm0002076/",178390,66465204
tt0090264,A View to a Kill,1985,1980s,PG,131,Action,6.3,The recovery of a microchip off the body of a fellow agent leads James Bond to a mad industrialist who plans to create a worldwide microchip monopoly by destroying California's Silicon Valley.,John Glen,/name/nm0322515/,"Roger Moore, Christopher Walken, Tanya Roberts, Grace Jones","/name/nm0000549/,/name/nm0000686/,/name/nm0000617/,/name/nm0005063/",99953,50327960
tt0114069,Outbreak,1995,1990s,R,127,Action,6.6,Army doctors struggle to find a cure for a deadly virus spreading throughout a California town that was brought to America by an African monkey.,Wolfgang Petersen,/name/nm0000583/,"Dustin Hoffman, Rene Russo, Morgan Freeman, Kevin Spacey","/name/nm0000163/,/name/nm0000623/,/name/nm0000151/,/name/nm0000228/",131825,67823573
tt1860357,Deepwater Horizon,2016,2010s,PG-13,107,Action,7.1,"A dramatization of the disaster in April 2010, when the offshore drilling rig called the Deepwater Horizon exploded, resulting in the worst oil spill in American history.",Peter Berg,/name/nm0000916/,"Mark Wahlberg, Kurt Russell, Douglas M. Griffin, James DuMont","/name/nm0000242/,/name/nm0000621/,/name/nm0341174/,/name/nm0003069/",172130,61433527
tt0106697,Demolition Man,1993,1990s,R,115,Action,6.7,A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.,Marco Brambilla,/name/nm0104193/,"Sylvester Stallone, Wesley Snipes, Sandra Bullock, Nigel Hawthorne","/name/nm0000230/,/name/nm0000648/,/name/nm0000113/,/name/nm0001329/",180841,58055768
tt1502712,Fantastic Four,2015,2010s,PG-13,100,Action,4.3,Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.,Josh Trank,/name/nm2503633/,"Miles Teller, Kate Mara, Michael B. Jordan, Jamie Bell","/name/nm1886602/,/name/nm0544718/,/name/nm0430107/,/name/nm0068260/",169636,56117548
tt3829266,The Predator,2018,2010s,R,107,Action,5.3,"When a young boy accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race.",Shane Black,/name/nm0000948/,"Boyd Holbrook, Trevante Rhodes, Jacob Tremblay, Keegan-Michael Key","/name/nm2933542/,/name/nm5218990/,/name/nm5016878/,/name/nm1221047/",135939,51024708
tt0114508,Species,1995,1990s,R,108,Action,5.8,A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.,Roger Donaldson,/name/nm0002044/,"Natasha Henstridge, Michael Madsen, Ben Kingsley, Alfred Molina","/name/nm0000449/,/name/nm0000514/,/name/nm0001426/,/name/nm0000547/",81679,60074103
