movie_id,movie_name,year,certificate,runtime_in_minutes,genre,rating,description,director,director_id,star,star_id,votes,gross_in_dollars
tt0454919,Pulse,2006,PG-13,90,Data/Imdb/Horror,4.7,"When their computer hacker friend accidentally channels a mysterious wireless signal, a group of co-eds rally to stop a terrifying evil from taking over the world.",Jim Sonzero,/name/nm0814517/,"Kristen Bell, Rick Gonzalez, Christina Milian, Ian Somerhalder","/name/nm0068338/,/name/nm0327779/,/name/nm0587396/,/name/nm0813812/",29791,20259297
tt1988544,After the Wizard,2011,Not Rated,80,Data/Imdb/Family,3,"A 12-year-old Kansas orphan turns to the Scarecrow and the Tin Woodman for help during a difficult time. Things have not gone well in Oz since the Wizard left, the Scarecrow and the Tin Woodman must travel to Kansas to find Dorothy",Hugh Gross,/name/nm4561374/,"Helen Richman, Sean Orr, Jordan Van Vranken, Loren Lester","/name/nm1048294/,/name/nm4526792/,/name/nm2721209/,/name/nm0504489/",362,3184
tt0077272,Brass Target,1978,PG,111,Data/Imdb/Action,5.9,"In 1945, General Patton sends Germany's confiscated gold reserves to Frankfurt, but the Army train is robbed by plotters who also hire a Swiss hitman to kill the General.",John Hough,/name/nm0396421/,"Sophia Loren, John Cassavetes, Max von Sydow, George Kennedy","/name/nm0000047/,/name/nm0001023/,/name/nm0001884/,/name/nm0001421/",1276,5011158
tt8376234,Peter Rabbit 2: The Runaway,2021,PG,93,Data/Imdb/Adventure,6.2,"Thomas and Bea are now married and living with Peter and his rabbit family. Bored of life in the garden, Peter goes to the big city, where he meets shady characters and ends up creating chaos for the whole family.",Will Gluck,/name/nm0323239/,"Rose Byrne, Domhnall Gleeson, David Oyelowo, James Corden","/name/nm0126284/,/name/nm1727304/,/name/nm0654648/,/name/nm0179479/",12305,40501717
tt0059798,A Thousand Clowns,1965,Approved,118,Data/Imdb/Romance,7.3,"A middle-aged iconoclast, doggedly avoiding the tedium of employment and conventional life, faces the prospect of losing custody of his young ward.",Fred Coe,/name/nm0168641/,"Jason Robards, Barbara Harris, Martin Balsam, Gene Saks","/name/nm0001673/,/name/nm0364455/,/name/nm0000842/,/name/nm0757256/",3540,5232000
tt1170358,The Hobbit: The Desolation of Smaug,2013,PG-13,161,Data/Imdb/Fantasy,7.8,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",Peter Jackson,/name/nm0001392/,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott","/name/nm0005212/,/name/nm0293509/,/name/nm0035514/,/name/nm0832792/",671154,258366855
tt0101356,Another You,1991,R,94,Data/Imdb/Crime,5.3,A mental out-patient is mistaken for a missing wealthy man and a con man takes advantage of the situation.,Maurice Phillips,/name/nm0680629/,"Richard Pryor, Gene Wilder, Mercedes Ruehl, Stephen Lang","/name/nm0001640/,/name/nm0000698/,/name/nm0001689/,/name/nm0002332/",4110,2865916
tt1235187,Where Hands Touch,2018,PG-13,122,Data/Imdb/Romance,6.5,A rites of passage story of a bi-racial teen struggling for survival in Nazi Germany.,Amma Asante,/name/nm1392994/,"Abbie Cornish, Amandla Stenberg, George MacKay, Christopher Eccleston","/name/nm0180411/,/name/nm3964350/,/name/nm1126657/,/name/nm0001172/",4839,67743
tt0091653,Nothing in Common,1986,PG,118,Data/Imdb/Romance,5.9,A successful advertising executive finds his freewheeling life crashing to a halt when his parents end their longtime marriage.,Garry Marshall,/name/nm0005190/,"Tom Hanks, Jackie Gleason, Eva Marie Saint, Hector Elizondo","/name/nm0000158/,/name/nm0001276/,/name/nm0001693/,/name/nm0001185/",7417,32324557
tt1798143,Downtown Express,2011,Not Rated,90,Data/Imdb/Romance,7.9,"Sasha is a young Russian violinist on a scholarship to Juilliard, living with his affectionate but overbearing father, a cellist determined to manage his son's career. While Sasha prepares ...                See full summary »",David Grubin,/name/nm0344319/,"Philippe Quint, Nellie McKay, Michael Cumpsty, Carolyn McCormick","/name/nm2586077/,/name/nm1736982/,/name/nm0192054/,/name/nm0566509/",32,3474
tt1838689,The 12 Day Smile,2011,R,83,Data/Imdb/Horror,5.2,"Martin Williams is housed in a mental institution after being accused of murdering his family. Psychiatrist Cynthia Ganz is summoned to the hospital to probe Martin to get him to recall the horrible events, with disastrous results.",Markus Victoria,/name/nm4313246/,"Steve Boni, Tahja Desiree, Stacy Egerton, Kristi Kirkpatrick","/name/nm4312141/,/name/nm4311966/,/name/nm4311924/,/name/nm4312167/",8,120000
tt0086625,Young Warriors,1983,R,105,Data/Imdb/Action,4.6,"A young woman is gang raped and murdered in a California college town, sparking her brother Kevin to take up arms by night with a gang of like-minded vigilantes from his fraternity, ...                See full summary »","Lawrence David Foldes, Deran Sarafian",/name/nm0284075/,"Ernest Borgnine, Richard Roundtree, Lynda Day George, James Van Patten","/name/nm0764776/,/name/nm0000308/,/name/nm0745780/,/name/nm0313519/,/name/nm0887695/",574,238534
tt0374639,Incident at Loch Ness,2004,PG-13,94,Data/Imdb/Adventure,6.5,A documentary exploring the myth of the Loch Ness monster.,Zak Penn,/name/nm0672015/,"Werner Herzog, Kitana Baker, Gabriel Beristain, Russell Williams II","/name/nm0001348/,/name/nm1128564/,/name/nm0075244/,/name/nm0007020/",4242,36830
tt0356618,The Forgotten,2004,PG-13,91,Data/Imdb/Mystery,5.8,"After being told that their children never existed, a man and woman soon discover there is a much bigger enemy at work.",Joseph Ruben,/name/nm0747849/,"Julianne Moore, Dominic West, Christopher Kovaleski, Matthew Pleszewicz","/name/nm0000194/,/name/nm0922035/,/name/nm1468254/,/name/nm1721039/",66879,66641205
tt0114057,Othello,1995,R,123,Data/Imdb/Romance,6.9,"The Moorish General Othello is manipulated into thinking that his new wife Desdemona has been carrying on an affair with his Lieutenant Michael Cassio, when in reality, it is all part of the scheme of a bitter Ensign named Iago.",Oliver Parker,/name/nm0662529/,"Laurence Fishburne, Kenneth Branagh, Irène Jacob, Nathaniel Parker","/name/nm0000401/,/name/nm0000110/,/name/nm0001393/,/name/nm0662511/",9852,2112951
tt0120029,RocketMan,1997,PG,95,Data/Imdb/Family,5.8,Fred Z. Randall is a geeky spacecraft designer who gets the chance to make his dream come true and travel to Mars.,Stuart Gillard,/name/nm0318795/,"Harland Williams, Jessica Lundy, William Sadler, Jeffrey DeMunn","/name/nm0005558/,/name/nm0526649/,/name/nm0006669/,/name/nm0218810/",9916,15448043
tt0466399,Ten Canoes,2006,Unrated,90,Data/Imdb/Adventure,6.9,"In Australia's Northern Territory, a man tells us a story of his people and his land. It's about an older man, Minygululu, who has three wives and realizes that his younger brother Dayindi may try to steal away the youngest wife.","Rolf de Heer, Peter Djigirr",/name/nm0208854/,"Crusoe Kurddal, Jamie Gulpilil, Richard Birrinbirrin, Peter Minygululu","/name/nm1992722/,/name/nm1992004/,/name/nm1959149/,/name/nm1962641/,/name/nm2379052/",4951,277991
tt2752758,Devil's Due,2014,R,89,Data/Imdb/Horror,4.1,"After a mysterious, lost night on their honeymoon, a newlywed couple finds themselves dealing with an earlier-than-planned pregnancy.","Matt Bettinelli-Olpin, Tyler Gillett",/name/nm2366012/,"Allison Miller, Zach Gilford, Sam Anderson, Roger Payano","/name/nm2419470/,/name/nm1935292/,/name/nm1472917/,/name/nm0027402/,/name/nm2244640/",17169,15818967
tt1467304,The Human Centipede (First Sequence),2009,R,92,Data/Imdb/Horror,4.4,"A mad scientist kidnaps and mutilates a trio of tourists in order to reassemble them into a human centipede, created by stitching their mouths to each others' rectums.",Tom Six,/name/nm1519353/,"Dieter Laser, Ashley C. Williams, Ashlynn Yennie, Akihiro Kitamura","/name/nm0489504/,/name/nm2280521/,/name/nm2460100/,/name/nm2162290/",81068,181467
tt0117331,The Phantom,1996,PG,100,Data/Imdb/Action,5,"The Phantom, descendent of a line of African superheroes, travels to New York City to thwart a wealthy criminal genius from obtaining three magic skulls which would give him the secret to ultimate power.",Simon Wincer,/name/nm0934578/,"Billy Zane, Kristy Swanson, Treat Williams, Catherine Zeta-Jones","/name/nm0000708/,/name/nm0001785/,/name/nm0001852/,/name/nm0001876/",34627,17300889
tt0070679,Shaft in Africa,1973,R,112,Data/Imdb/Action,5.9,Private investigator John Shaft is recruited to go undercover to break up a modern slavery ring where young Africans are lured to Paris to do chain-gang work.,John Guillermin,/name/nm0347086/,"Richard Roundtree, Frank Finlay, Vonetta McGee, Neda Arneric","/name/nm0745780/,/name/nm0277975/,/name/nm0569144/,/name/nm0036208/",3024,3178440
tt2113685,In the House of Flies,2012,NA,89,Data/Imdb/Thriller,4.5,"June 1988...Summer Was Never The Same. In the House of Flies tells the story of young lovers whose lives are inadvertently changed forever. An innocent couple, Heather (Lindsay Smith) and ...                See full summary »",Gabriel Carrer,/name/nm2028084/,"Lindsay Smith, Ryan Christopher Kotack, Henry Rollins, Ry Barrett","/name/nm4754877/,/name/nm4777074/,/name/nm0738433/,/name/nm2028004/",194,9480
tt4129428,Jagga Jasoos,2017,TV-14,161,Data/Imdb/Action,6.4,"Join Jagga, a gifted teenage detective, who along with a female companion, is on a quest to find his missing father.","Anurag Basu, Shubzz",/name/nm1397301/,"Ranbir Kapoor, Katrina Kaif, Saswata Chatterjee, Chitrak Bandyopadhyay","/name/nm12886475/,/name/nm1633541/,/name/nm1229940/,/name/nm1384413/,/name/nm4765999/",10748,490232
tt0119572,Love Jones,1997,R,109,Data/Imdb/Romance,7.3,"Darius Lovehall is a young black poet in Chicago who starts dating Nina Mosley, a beautiful and talented photographer. While trying to figure out if they've got a ""love thing"" or are just ""...                See full summary »",Theodore Witcher,/name/nm0936673/,"Larenz Tate, Nia Long, Isaiah Washington, Lisa Nicole Carson","/name/nm0005478/,/name/nm0000505/,/name/nm0913460/,/name/nm0004808/",5162,12514138
tt0361411,Bride & Prejudice,2004,PG-13,122,Data/Imdb/Romance,6.2,"A modern adaptation of Jane Austen's classic novel, Pride and Prejudice, that features the lives of four unmarried daughters in an Indian family.",Gurinder Chadha,/name/nm0149446/,"Martin Henderson, Aishwarya Rai Bachchan, Nadira Babbar, Anupam Kher","/name/nm0376540/,/name/nm0706787/,/name/nm1318321/,/name/nm0451600/",21175,6601079
tt0104427,Hoffa,1992,R,140,Data/Imdb/Biography,6.6,"The story of the notorious American labor union figure Jimmy Hoffa, who organizes a bitter strike, makes deals with members of the organized crime syndicate and mysteriously disappears in 1975.",Danny DeVito,/name/nm0000362/,"Jack Nicholson, Danny DeVito, Armand Assante, J.T. Walsh","/name/nm0000197/,/name/nm0000362/,/name/nm0000800/,/name/nm0000687/",23841,24276500
tt1969062,Infinitely Polar Bear,2014,R,90,Data/Imdb/Romance,6.9,"A father struggling with bipolar disorder tries to win back his wife by attempting to take full responsibility of their two young, spirited daughters, who don't make the overwhelming task any easier.",Maya Forbes,/name/nm0285379/,"Mark Ruffalo, Zoe Saldana, Imogene Wolodarsky, Ashley Aufderheide","/name/nm0749263/,/name/nm0757855/,/name/nm5602167/,/name/nm5602169/",16493,1428647
tt0073695,Sharks' Treasure,1975,PG,95,Data/Imdb/Action,4.8,An aging fisherman finds a sunken treasure in shark-infested waters and is attacked by five escaping convicts.,Cornel Wilde,/name/nm0664273/,"Cornel Wilde, Yaphet Kotto, John Neilson, Cliff Osmond","/name/nm0664273/,/name/nm0001433/,/name/nm0624811/,/name/nm0652109/",439,2000000
tt0073043,The Giant Spider Invasion,1975,PG,84,Data/Imdb/Horror,3.2,Giant spiders from another dimension invade Wisconsin.,Bill Rebane,/name/nm0714215/,"Steve Brodie, Barbara Hale, Robert Easton, Leslie Parrish","/name/nm0110917/,/name/nm0354853/,/name/nm0247691/,/name/nm0663562/",4366,293053
tt2392326,Le Week-End,2013,R,93,Data/Imdb/Romance,6.4,A British couple return to Paris many years after their honeymoon there in an attempt to rejuvenate their marriage.,Roger Michell,/name/nm0585011/,"Lindsay Duncan, Jim Broadbent, Jeff Goldblum, Igor Gotesman","/name/nm0242026/,/name/nm0000980/,/name/nm0000156/,/name/nm0331868/",8488,2223380
tt0191076,Le dernier souffle,1999,NA,104,Data/Imdb/Crime,6.8,A Montreal police officer goes to Arkansas to solve the murder of his brother.,Richard Ciupka,/name/nm0162992/,"Luc Picard, Julien Poulin, Michel Goyette, Serge Houde","/name/nm0681401/,/name/nm0693625/,/name/nm0333077/,/name/nm0396369/",242,251091
tt0339034,From Justin to Kelly,2003,PG,81,Data/Imdb/Romance,1.9,"A waitress from Texas and a college student from Pennsylvania meet during spring break in Fort Lauderdale, Florida and come together through their shared love of singing.",Robert Iscove,/name/nm0410769/,"Kelly Clarkson, Justin Guarini, Katherine Bailess, Anika Noni Rose","/name/nm1225628/,/name/nm1227702/,/name/nm1349694/,/name/nm0741242/",26607,4922166
tt0292527,Green Card Fever,2003,NA,100,Data/Imdb/Romance,5.7,"Green Card Fever is the story of a young man in the United States who overstays his visa in the pursuit of a ""Green Card"". He naively muddles through an underworld of illegal immigrants, ...                See full summary »",Bala Rajasekharuni,/name/nm1032152/,"Vikram Dasu, Purva Bedi, Deep Katdare, Chayton Arvin","/name/nm1028882/,/name/nm0066072/,/name/nm0441209/,/name/nm0324842/",195,112746
tt0029377,Parnell,1937,Passed,118,Data/Imdb/Biography,5.3,"The life of Irish politician Charles Stewart Parnell, following from 1880 onward his struggle to secure Home Rule, pursued in prison, Parliament, and elsewhere. Emphasis is on the ...                See full summary »",John M. Stahl,/name/nm0821472/,"Clark Gable, Myrna Loy, Edna May Oliver, Edmund Gwenn","/name/nm0000022/,/name/nm0001485/,/name/nm0646829/,/name/nm0350324/",540,1576000
tt0107131,Homeward Bound: The Incredible Journey,1993,G,84,Data/Imdb/Adventure,6.9,"A fun-loving American bulldog pup, a hilarious Himalayan cat, and a wise old golden retriever embark on a long trek through the rugged wilderness of the Sierra Nevada mountains in a quest to reach home and their beloved owners.",Duwayne Dunham,/name/nm0242271/,"Michael J. Fox, Sally Field, Don Alder, Ed Bernard","/name/nm0000150/,/name/nm0000398/,/name/nm0017519/,/name/nm0076204/",47959,41833324
tt0061578,The Dirty Dozen,1967,Approved,150,Data/Imdb/Action,7.7,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",Robert Aldrich,/name/nm0000736/,"Lee Marvin, Ernest Borgnine, Charles Bronson, John Cassavetes","/name/nm0001511/,/name/nm0000308/,/name/nm0000314/,/name/nm0001023/",75176,45300000
tt0058450,The Umbrellas of Cherbourg,1964,Not Rated,91,Data/Imdb/Romance,7.8,A young woman separated from her lover by war faces a life-altering decision.,Jacques Demy,/name/nm0218840/,"Catherine Deneuve, Nino Castelnuovo, Anne Vernon, Marc Michel","/name/nm0000366/,/name/nm0144875/,/name/nm0894636/,/name/nm0584879/",28698,28030
tt0071464,Emmanuelle,1974,Unrated,95,Data/Imdb/Romance,5.2,"The wife of a French diplomat in Bangkok, Emmanuelle embarks on a voyage of sexual discovery.",Just Jaeckin,/name/nm0415333/,"Sylvia Kristel, Alain Cuny, Marika Green, Daniel Sarky","/name/nm0000482/,/name/nm0192490/,/name/nm0338126/,/name/nm0765325/",10498,8720000
tt0816462,Conan the Barbarian,2011,R,113,Data/Imdb/Action,5.1,A vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.,Marcus Nispel,/name/nm1197971/,"Jason Momoa, Ron Perlman, Rose McGowan, Stephen Lang","/name/nm0597388/,/name/nm0000579/,/name/nm0000535/,/name/nm0002332/",100217,21295021
tt3760922,My Big Fat Greek Wedding 2,2016,PG-13,94,Data/Imdb/Romance,6,A Portokalos family secret brings the beloved characters back together for an even bigger and Greeker wedding.,Kirk Jones,/name/nm0428600/,"Nia Vardalos, John Corbett, Michael Constantine, Lainie Kazan","/name/nm0889522/,/name/nm0179173/,/name/nm0176073/,/name/nm0443577/",31884,59689605
tt0920473,Shall We Kiss?,2007,Unrated,96,Data/Imdb/Romance,6.7,"When Gabriel and Emilie meet totally by chance, they don't know it is the start of a long story. A story that Emilie tells Gabriel to explain why she refuses an innocent, meaningless kiss.",Emmanuel Mouret,/name/nm0609981/,"Julie Gayet, Michaël Cohen, Virginie Ledoyen, Emmanuel Mouret","/name/nm0310865/,/name/nm0169621/,/name/nm0001461/,/name/nm0609981/",2592,535428
tt0444781,Deewane Huye Paagal,2005,Not Rated,158,Data/Imdb/Action,5.4,"A man embarks on journey to find his love in Dubai, only to learn she has different suitors and admirers.",Vikram Bhatt,/name/nm0080333/,"Shahid Kapoor, Akshay Kumar, Suniel Shetty, Rimi Sen","/name/nm1372788/,/name/nm0474774/,/name/nm0792911/,/name/nm1267008/",5240,355962
tt1231580,Alvin and the Chipmunks: The Squeakquel,2009,PG,88,Data/Imdb/Adventure,4.5,"The world-famous singing preteen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes.",Betty Thomas,/name/nm0858525/,"Jason Lee, Zachary Levi, David Cross, Justin Long","/name/nm0005134/,/name/nm1157048/,/name/nm0189144/,/name/nm0519043/",50645,219614612
tt0055928,Dr. No,1962,PG,110,Data/Imdb/Action,7.2,A resourceful British government agent seeks answers in a case involving the disappearance of a colleague and the disruption of the American space program.,Terence Young,/name/nm0950109/,"Sean Connery, Ursula Andress, Bernard Lee, Joseph Wiseman","/name/nm0000125/,/name/nm0000266/,/name/nm0496866/,/name/nm0936476/",170409,16067035
tt3906444,But Always,2014,NA,106,Data/Imdb/Romance,5.2,"1970s Beijing: two school friends, both with different backgrounds and families, lose touch, only to rekindle the romance in New York City, where they must decide between a present love or a future love.","Snow Zou, Buniu Zhang",/name/nm5485020/,"Nicholas Tse, Yuanyuan Gao, Haitao Du, Alice Li","/name/nm7637819/,/name/nm0874866/,/name/nm0304729/,/name/nm4620315/,/name/nm7637813/",472,417558
tt0172493,"Girl, Interrupted",1999,R,127,Data/Imdb/Biography,7.3,Based on writer Susanna Kaysen's account of her 18-month stay at a mental hospital in the late 1960s.,James Mangold,/name/nm0003506/,"Winona Ryder, Angelina Jolie, Clea DuVall, Brittany Murphy","/name/nm0000213/,/name/nm0001401/,/name/nm0245112/,/name/nm0005261/",194111,28871190
tt0059418,Major Dundee,1965,PG-13,123,Data/Imdb/Adventure,6.7,"In 1864, due to frequent Apache raids from Mexico into the U.S., a Union officer decides to illegally cross the border and destroy the Apache, using a mixed army of Union troops, Confederate POWs, civilian mercenaries, and scouts.",Sam Peckinpah,/name/nm0001603/,"Charlton Heston, Richard Harris, Jim Hutton, James Coburn","/name/nm0000032/,/name/nm0001321/,/name/nm0001380/,/name/nm0000336/",8296,14873
tt0453467,Deja Vu,2006,PG-13,126,Data/Imdb/Action,7.1,"After a ferry is bombed in New Orleans, an A.T.F. agent joins a unique investigation using experimental surveillance technology to find the bomber, but soon finds himself becoming obsessed with one of the victims.",Tony Scott,/name/nm0001716/,"Denzel Washington, Paula Patton, Jim Caviezel, Val Kilmer","/name/nm0000243/,/name/nm1745736/,/name/nm0001029/,/name/nm0000174/",314988,64038616
tt0088272,Tightrope,1984,R,114,Data/Imdb/Crime,6.3,"New Orleans single dad and cop Wes Block goes after a serial rapist-killer, but when he gets too close the hunter suddenly becomes the hunted.","Richard Tuggle, Clint Eastwood",/name/nm0876227/,"Clint Eastwood, Geneviève Bujold, Dan Hedaya, Alison Eastwood","/name/nm0000142/,/name/nm0000142/,/name/nm0000991/,/name/nm0000445/,/name/nm0002055/",18181,48143579
tt0357277,Elektra,2005,PG-13,97,Data/Imdb/Action,4.7,"Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.",Rob Bowman,/name/nm0101385/,"Jennifer Garner, Goran Visnjic, Will Yun Lee, Kirsten Zien","/name/nm0004950/,/name/nm0899681/,/name/nm0498449/,/name/nm0698977/",94534,24409722
tt0094731,Betrayed,1988,R,127,Data/Imdb/Crime,6.3,An FBI agent posing as a combine driver becomes romantically involved with a Midwest farmer who lives a double life as a white supremacist.,Costa-Gavras,/name/nm0002020/,"Debra Winger, Tom Berenger, John Heard, Betsy Blair","/name/nm0000700/,/name/nm0000297/,/name/nm0001334/,/name/nm0086198/",6614,25816139
tt2870612,"As Above, So Below",2014,R,93,Data/Imdb/Horror,6.2,"When a team of explorers venture into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.",John Erick Dowdle,/name/nm0235719/,"Perdita Weeks, Ben Feldman, Edwin Hodge, François Civil","/name/nm0917347/,/name/nm1133651/,/name/nm0388064/,/name/nm2476624/",98238,21197315
tt0049301,Helen of Troy,1956,Approved,118,Data/Imdb/Adventure,6.1,"The Iliad's story of the Trojan war, told from the Trojan viewpoint.","Robert Wise, Raoul Walsh",/name/nm0936404/,"Stanley Baker, Rossana Podestà, Brigitte Bardot, Jacques Sernas","/name/nm0909825/,/name/nm0048939/,/name/nm0687958/,/name/nm0000003/,/name/nm0785286/",2243,6976000
tt3704050,Remember,2015,R,94,Data/Imdb/Mystery,7.4,"With the aid of a fellow Auschwitz survivor and a hand-written letter, an elderly man with dementia goes in search of the person he believes to be responsible for the death of his family in the death camp to kill him himself.",Atom Egoyan,/name/nm0000382/,"Christopher Plummer, Kim Roberts, Amanda Smith, Martin Landau","/name/nm0001626/,/name/nm0731323/,/name/nm0807288/,/name/nm0001445/",26217,637555
tt0377109,The Ring Two,2005,PG-13,110,Data/Imdb/Horror,5.4,"6 months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness.",Hideo Nakata,/name/nm0620378/,"Naomi Watts, David Dorfman, Sissy Spacek, Simon Baker","/name/nm0915208/,/name/nm0233562/,/name/nm0000651/,/name/nm0048932/",97695,76231249
tt0405422,The 40-Year-Old Virgin,2005,R,116,Data/Imdb/Romance,7.1,"Goaded by his buddies, a nerdy guy who's never ""done the deed"" only finds the pressure mounting when he meets a single mother.",Judd Apatow,/name/nm0031976/,"Steve Carell, Catherine Keener, Paul Rudd, Romany Malco","/name/nm0136797/,/name/nm0001416/,/name/nm0748620/,/name/nm0539082/",445626,109449237
tt0077275,The Brink's Job,1978,PG,104,Data/Imdb/Crime,6.5,"A fictional retelling of the infamous Boston Brink's Company robbery on January 17th, 1950, of $2.7M, and cost the American taxpayers $29M to apprehend the culprits with only $58,000 recovered.",William Friedkin,/name/nm0001243/,"Peter Falk, Peter Boyle, Allen Garfield, Warren Oates","/name/nm0000393/,/name/nm0001967/,/name/nm0307255/,/name/nm0643105/",3173,9400000
tt0097044,Chances Are,1989,PG,108,Data/Imdb/Fantasy,6.4,"A reincarnated man unknowingly falls in love with his own daughter from his previous life. Once he realizes this, he tries to end their relationship before angels erase his memory.",Emile Ardolino,/name/nm0001915/,"Cybill Shepherd, Robert Downey Jr., Ryan O'Neal, Mary Stuart Masterson","/name/nm0001732/,/name/nm0000375/,/name/nm0641939/,/name/nm0000524/",13088,16278590
tt6288124,"Don't Worry, He Won't Get Far on Foot",2018,R,114,Data/Imdb/Biography,6.8,"On the rocky path to sobriety after a life-changing accident, John Callahan discovers the healing power of art, willing his injured hands into drawing hilarious, often controversial cartoons, which bring him a new lease on life.",Gus Van Sant,/name/nm0001814/,"Joaquin Phoenix, Jonah Hill, Rooney Mara, Jack Black","/name/nm0001618/,/name/nm1706767/,/name/nm1913734/,/name/nm0085312/",28382,1441705
tt0384537,Silent Hill,2006,R,125,Data/Imdb/Horror,6.5,"A woman, Rose, goes in search for her adopted daughter within the confines of a strange, desolate town called Silent Hill.",Christophe Gans,/name/nm0304521/,"Radha Mitchell, Laurie Holden, Sean Bean, Deborah Kara Unger","/name/nm0593664/,/name/nm0390229/,/name/nm0000293/,/name/nm0000679/",233935,46982632
tt0361500,Delgo,2008,PG,94,Data/Imdb/Adventure,4.3,"Delgo, an adventurous but naive teenager, must rally his group of friends to protect their world from conflict between the Lockni and Nohrin people.","Marc F. Adler, Jason Maurer",/name/nm1354216/,"Freddie Prinze Jr., Val Kilmer, Anne Bancroft, Chris Kattan","/name/nm1355835/,/name/nm0005327/,/name/nm0000174/,/name/nm0000843/,/name/nm0441592/",3094,511920
tt3696192,Singh Is Bliing,2015,Not Rated,141,Data/Imdb/Action,5,A lazy youth failing to take up any responsibility is sent to work with his father's friend in Goa where he meets a woman who has problems of her own.,Prabhu Deva,/name/nm0222150/,"Akshay Kumar, Amy Jackson, Lara Dutta, Kay Kay Menon","/name/nm0474774/,/name/nm3367112/,/name/nm1069034/,/name/nm1946407/",8706,919095
tt0113481,Johnny Mnemonic,1995,R,96,Data/Imdb/Action,5.6,"A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.",Robert Longo,/name/nm0519434/,"Keanu Reeves, Dolph Lundgren, Dina Meyer, Ice-T","/name/nm0000206/,/name/nm0000185/,/name/nm0000539/,/name/nm0001384/",73140,19076000
tt0097531,How to Get Ahead in Advertising,1989,R,90,Data/Imdb/Fantasy,6.8,"A cynical advertising exec has a block at work leading to a meltdown. He's hilariously out of control. Getting a big, talking boil on his shoulder doesn't help.",Bruce Robinson,/name/nm0732430/,"Richard E. Grant, Rachel Ward, Richard Wilson, Jacqueline Tong","/name/nm0001290/,/name/nm0001829/,/name/nm0934014/,/name/nm0867233/",6208,418053
tt0399862,End of the Spear,2005,PG-13,108,Data/Imdb/Adventure,6.7,Two people come to the end of a spear in order to realize that the divisions between them are not real.,Jim Hanon,/name/nm1268721/,"Louie Leonardo, Chad Allen, Jack Guzman, Christina Souza","/name/nm0502834/,/name/nm0020354/,/name/nm0349993/,/name/nm1413573/",5359,11967000
tt0427327,Hairspray,2007,PG,117,Data/Imdb/Romance,6.7,Pleasantly plump teenager Tracy Turnblad teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.,Adam Shankman,/name/nm0788202/,"John Travolta, Queen Latifah, Nikki Blonsky, Michelle Pfeiffer","/name/nm0000237/,/name/nm0001451/,/name/nm2284889/,/name/nm0000201/",133204,118871849
tt0021483,Tom Sawyer,1930,Passed,86,Data/Imdb/Adventure,6.3,"The classic Mark Twain tale of a young boy and his friends on the Mississippi River. Tom and his pals Huckleberry Finn and Joe Harper have numerous adventures, including running away to be ...                See full summary »",John Cromwell,/name/nm0188669/,"Jackie Coogan, Junior Durkin, Mitzi Green, Lucien Littlefield","/name/nm0001067/,/name/nm0244168/,/name/nm0338191/,/name/nm0514707/",216,11000000
tt8695030,The Dead Don't Die,2019,R,104,Data/Imdb/Fantasy,5.4,The peaceful town of Centerville finds itself battling a zombie horde as the dead start rising from their graves.,Jim Jarmusch,/name/nm0000464/,"Bill Murray, Adam Driver, Tom Waits, Chloë Sevigny","/name/nm0000195/,/name/nm3485845/,/name/nm0001823/,/name/nm0001721/",80616,6563605
tt1235796,Ondine,2009,PG-13,111,Data/Imdb/Mystery,6.8,An Irish fisherman discovers a woman in his fishing net whom his precocious daughter believes to be a selkie.,Neil Jordan,/name/nm0001403/,"Colin Farrell, Alicja Bachleda, Dervla Kirwan, Alison Barry","/name/nm0268199/,/name/nm0045461/,/name/nm0457062/,/name/nm3599764/",21901,548934
tt0118150,Where's Marlowe?,1998,R,97,Data/Imdb/Mystery,6,"After making a 3-hour fiasco about New York City's water supply, a two-man film crew decides to take it up a notch by documenting life in the private investigator offices of ""Boone and Murphy"".",Daniel Pyne,/name/nm0002417/,"Miguel Ferrer, John Livingston, Yasiin Bey, John Slattery","/name/nm0001208/,/name/nm0515260/,/name/nm0080049/,/name/nm0805476/",555,5985
tt0084477,Partners,1982,R,93,Data/Imdb/Crime,5.3,"A heterosexual police detective is unnerved when ordered to go undercover with a homosexual police clerk, as a couple, to solve a series of murders in the gay community.",James Burrows,/name/nm0123273/,"Ryan O'Neal, John Hurt, Kenneth McMillan, Robyn Douglass","/name/nm0641939/,/name/nm0000457/,/name/nm0573299/,/name/nm0235228/",1388,6062898
