movie_id,movie_name,year,certificate,runtime_in_minutes,genre,rating,description,director,director_id,star,star_id,votes,gross_in_dollars
tt0101694,Deceived,1991,PG-13,104,Data/Imdb/Crime,6.1,"A man is murdered when checking authenticity of ancient Egyptian jewelry at a museum. Adrienne finds out after the death of her husband, that he was using a fake name. Are the 2 deaths linked?",Damian Harris,/name/nm0364578/,"Goldie Hawn, John Heard, Damon Redfern, Charles Kassatly","/name/nm0000443/,/name/nm0001334/,/name/nm0714817/,/name/nm0440833/",7661,28738096
tt3467914,Tommy's Honour,2016,PG,112,Data/Imdb/Biography,6.3,"In every generation, a torch passes from father to son. And that timeless dynamic is the beating heart of Tommy's Honour - an intimate, powerfully moving tale of the real-life founders of the modern game of golf.",Jason Connery,/name/nm0001064/,"Benjamin Wainwright, Peter Mullan, Jack Lowden, Peter Ferdinando","/name/nm7027696/,/name/nm0611932/,/name/nm4110963/,/name/nm0272252/",1303,561963
tt0089522,Honeymoon,1985,R,98,Data/Imdb/Thriller,4.6,"Facing deportation, Frenchwoman Cécile turns to a dating service to find an American to marry and stay in the US. However, it soon turns out that her pick, Zack, is not quite who he seems and that he's disturbingly obsessed with her.",Patrick Jamain,/name/nm0416176/,"Nathalie Baye, John Shea, Richard Berry, Marla Lukofsky","/name/nm0000882/,/name/nm0790291/,/name/nm0006939/,/name/nm0525716/",122,110995
tt0893346,Kiss the Bride,2007,R,100,Data/Imdb/Romance,5.6,"Matt is shocked to learn that his ex-boyfriend Ryan is getting married, and he makes plans to rescue him from whatever ""she-devil"" has lured him into this huge mistake.",C. Jay Cox,/name/nm0184947/,"Tori Spelling, Philipp Karner, James O'Shea, Joanna Cassidy","/name/nm0001760/,/name/nm1239485/,/name/nm0642650/,/name/nm0001026/",1652,31937
tt0282120,The Wild Thornberrys,2002,PG,85,Data/Imdb/Adventure,5.6,"Eliza (Lacey Chabert) and Debbie (Danielle Harris) are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger, and Eliza might have to give up her power to talk to animals.","Cathy Malkasian, Jeff McGrath",/name/nm0539782/,"Tim Curry, Rupert Everett, Flea, Lacey Chabert","/name/nm0569814/,/name/nm0000347/,/name/nm0000391/,/name/nm0281359/,/name/nm0000327/",14898,40108697
tt0280707,Gosford Park,2001,R,137,Data/Imdb/Mystery,7.2,"Set in the 1930s, this movie brings a group of pretentious rich and famous together for a weekend of relaxation at a hunting resort. But when a murder occurs, each one of these interesting characters becomes a suspect.",Robert Altman,/name/nm0000265/,"Maggie Smith, Ryan Phillippe, Michael Gambon, Kristin Scott Thomas","/name/nm0001749/,/name/nm0000202/,/name/nm0002091/,/name/nm0000218/",89582,41308615
tt0106452,Body Snatchers,1993,R,87,Data/Imdb/Horror,6,A teenage girl and her father discover alien clones are replacing humans on a remote U.S. military base in Alabama.,Abel Ferrara,/name/nm0001206/,"Gabrielle Anwar, Meg Tilly, Terry Kinney, Reilly Murphy","/name/nm0000270/,/name/nm0000672/,/name/nm0455767/,/name/nm0614641/",20051,428868
tt0455805,Then She Found Me,2007,R,100,Data/Imdb/Romance,5.9,"April, 39, wants a baby but her husband leaves her. When her adoptive mother dies, she's contacted by her bio mom, a TV talk show host. April starts seeing the divorced dad of one of her students at school.",Helen Hunt,/name/nm0000166/,"Helen Hunt, Colin Firth, Bette Midler, Matthew Broderick","/name/nm0000166/,/name/nm0000147/,/name/nm0000541/,/name/nm0000111/",10037,3735303
tt0111280,Star Trek: Generations,1994,PG,118,Data/Imdb/Action,6.6,"With the help of long presumed dead Captain Kirk, Captain Picard must stop a deranged scientist willing to murder on a planetary scale in order to enter a space matrix.",David Carson,/name/nm0141222/,"Patrick Stewart, William Shatner, Malcolm McDowell, Jonathan Frakes","/name/nm0001772/,/name/nm0000638/,/name/nm0000532/,/name/nm0000408/",83377,75668868
tt0351299,Blind Shaft,2003,Unrated,92,Data/Imdb/Crime,7.5,"Two Chinese coal miners have hit upon the perfect scam: murder one of their fellow mine workers, make the death look like an accident, and extort money from the boss to keep the incident ...                See full summary »",Yang Li,/name/nm1317258/,"Yixiang Li, Baoqiang Wang, Shuangbao Wang, Jing Ai","/name/nm0508566/,/name/nm1316170/,/name/nm1179392/,/name/nm0014415/",2796,33272
tt0343737,The Good Shepherd,2006,R,167,Data/Imdb/History,6.7,The tumultuous early history of the Central Intelligence Agency is viewed through the prism of one man's life.,Robert De Niro,/name/nm0000134/,"Matt Damon, Angelina Jolie, Robert De Niro, Alec Baldwin","/name/nm0000354/,/name/nm0001401/,/name/nm0000134/,/name/nm0000285/",104795,59952835
tt0069406,The Trial of the Catonsville Nine,1972,PG,85,Data/Imdb/History,6.9,"The trial of the Catonsville Nine, the nine Catholic activists who in 1968 went to the draft board in Catonsville, Maryland, took 378 draft files and burned them to protest the Vietnam War.",Gordon Davidson,/name/nm0203331/,"Gwen Arner, Ed Flanders, Barton Heyman, Mary Jackson","/name/nm0036206/,/name/nm0281130/,/name/nm0382263/,/name/nm0413839/",47,109142
tt1867091,The Reconstruction of William Zero,2014,Not Rated,98,Data/Imdb/Mystery,5.4,"A geneticist wakes up from an accident with only fragments of his memory is forced to relearn who he is via his twin brother. But as he digs deeper, he discovers he might not be who he thought at all.",Dan Bush,/name/nm0124112/,"Conal Byrne, Amy Seimetz, Scott Poythress, Lake Roberts","/name/nm2965744/,/name/nm1541272/,/name/nm1407651/,/name/nm4387403/",1193,2000
tt0396555,Meet the Robinsons,2007,G,95,Data/Imdb/Adventure,6.8,"Lewis is a brilliant inventor who meets mysterious stranger named Wilbur Robinson, whisking Lewis away in a time machine and together they team up to track down Bowler Hat Guy in a showdown that ends with an unexpected twist of fate.",Stephen J. Anderson,/name/nm0027459/,"Daniel Hansen, Wesley Singerman, Angela Bassett, Jordan Fry","/name/nm0360743/,/name/nm1130617/,/name/nm0000291/,/name/nm1627748/",103151,97822171
tt4877122,The Emoji Movie,2017,PG,86,Data/Imdb/Adventure,3.4,"Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.",Tony Leondis,/name/nm1902232/,"T.J. Miller, James Corden, Anna Faris, Maya Rudolph","/name/nm2554352/,/name/nm0179479/,/name/nm0267506/,/name/nm0748973/",66006,86089513
tt0879843,Katyn,2007,Not Rated,121,Data/Imdb/History,7,An examination of the Soviet slaughter of thousands of Polish officers and citizens in the Katyn forest in 1940.,Andrzej Wajda,/name/nm0906667/,"Andrzej Chyra, Maja Ostaszewska, Artur Zmijewski, Danuta Stenka","/name/nm0161607/,/name/nm0652292/,/name/nm0957468/,/name/nm0826611/",16845,118095
tt0268219,How I Killed My Father,2001,NA,98,Data/Imdb/Thriller,6.9,"When his long-time disappeared father is entering his life again, Jean-Luc, a successful doctor, has no option but to face his own life story. Will he ever be able to forget and forgive?",Anne Fontaine,/name/nm0284774/,"Michel Bouquet, Charles Berling, Natacha Régnier, Amira Casar","/name/nm0099677/,/name/nm0075650/,/name/nm0753696/,/name/nm0142972/",1069,7480
tt0071607,Herbie Rides Again,1974,Passed,88,Data/Imdb/Family,5.7,The living Volkswagen Beetle helps an old lady protect her home from a corrupt developer.,Robert Stevenson,/name/nm0829038/,"Helen Hayes, Ken Berry, Stefanie Powers, John McIntire","/name/nm0371040/,/name/nm0077607/,/name/nm0694619/,/name/nm0570615/",8329,38229000
tt0462538,The Simpsons Movie,2007,PG-13,87,Data/Imdb/Adventure,7.3,"After Homer pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",David Silverman,/name/nm0798899/,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith","/name/nm0144657/,/name/nm0001413/,/name/nm0004813/,/name/nm0810379/",334907,183135014
tt1201607,Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,130,Data/Imdb/Adventure,8.1,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",David Yates,/name/nm0946734/,"Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon","/name/nm0705356/,/name/nm0914612/,/name/nm0342488/,/name/nm0002091/",885463,381011219
tt1675192,Take Shelter,2011,R,120,Data/Imdb/Horror,7.3,"Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself.",Jeff Nichols,/name/nm2158772/,"Michael Shannon, Jessica Chastain, Shea Whigham, Tova Stewart","/name/nm0788335/,/name/nm1567113/,/name/nm0924154/,/name/nm3964962/",102505,1729969
tt0043949,Quo Vadis,1951,Not Rated,171,Data/Imdb/Biography,7.1,"After fierce Roman commander Marcus Vinicius becomes infatuated with beautiful Christian hostage Lygia, he begins to question the tyrannical leadership of the despotic emperor Nero.","Mervyn LeRoy, Anthony Mann",/name/nm0503777/,"Robert Taylor, Deborah Kerr, Leo Genn, Peter Ustinov","/name/nm0542649/,/name/nm0001791/,/name/nm0000039/,/name/nm0312890/,/name/nm0001811/",15623,24291740
tt1951264,The Hunger Games: Catching Fire,2013,PG-13,146,Data/Imdb/Action,7.5,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,Francis Lawrence,/name/nm1349376/,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Philip Seymour Hoffman","/name/nm2225369/,/name/nm1242688/,/name/nm2955013/,/name/nm0000450/",672299,424668047
tt2869728,Ride Along 2,2016,PG-13,102,Data/Imdb/Action,5.9,"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.",Tim Story,/name/nm1103162/,"Ice Cube, Kevin Hart, Tika Sumpter, Benjamin Bratt","/name/nm0001084/,/name/nm0366389/,/name/nm1754366/,/name/nm0000973/",60153,91221830
tt0014759,Captain Blood,1924,NA,110,Data/Imdb/Action,6.3,"Peter Blood, a young Irish physician, treats a rebel soldier wounded in battle, and he is arrested, tried for treason and sent into slavery to Barbados. He and his friend Jeremy are bought ...                See full summary »","David Smith, Albert E. Smith",/name/nm0807871/,"J. Warren Kerrigan, Jean Paige, Charlotte Merriam, James Morrison","/name/nm0807236/,/name/nm0449857/,/name/nm0656715/,/name/nm0581182/,/name/nm0607174/",71,447207
tt0115798,The Cable Guy,1996,PG-13,96,Data/Imdb/Thriller,6.1,A designer makes a grievious mistake when he rejects the friendship of a borderline cable guy.,Ben Stiller,/name/nm0001774/,"Jim Carrey, Matthew Broderick, Leslie Mann, Jack Black","/name/nm0000120/,/name/nm0000111/,/name/nm0005182/,/name/nm0085312/",168592,60240295
tt2051894,Home Run,2013,PG-13,113,Data/Imdb/Sports,5.9,"A pro ball player with a substance abuse problem is forced into rehab in his hometown, finding new hope when he gets honest about his checkered past, and takes on coaching duties for a misfit Little League team.",David Boyd,/name/nm0101741/,"Scott Elrod, Dorian Brown Pham, Charles Henry Wyson, James Devoti","/name/nm2040932/,/name/nm1270857/,/name/nm2628285/,/name/nm1534917/",3140,2859955
tt0914798,The Boy in the Striped Pajamas,2008,PG-13,94,Data/Imdb/War,7.7,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",Mark Herman,/name/nm0379179/,"Asa Butterfield, David Thewlis, Rupert Friend, Zac Mattoon O'Brien","/name/nm2633535/,/name/nm0000667/,/name/nm1670029/,/name/nm2726789/",224302,9030581
tt0015400,The Thief of Bagdad,1924,Not Rated,155,Data/Imdb/Adventure,7.7,A recalcitrant thief vies with a duplicitous Mongol ruler for the hand of a beautiful princess.,Raoul Walsh,/name/nm0909825/,"Douglas Fairbanks, Julanne Johnston, Snitz Edwards, Charles Belcher","/name/nm0001196/,/name/nm0426710/,/name/nm0250366/,/name/nm0067634/",6498,4360000
tt0881320,Sanctum,2011,R,108,Data/Imdb/Action,5.9,An underwater cave diving team experiences a life-threatening crisis during an expedition to the unexplored and least accessible cave system in the world.,Alister Grierson,/name/nm0340958/,"Rhys Wakefield, Allison Cratchley, Christopher James Baker, Richard Roxburgh","/name/nm1973422/,/name/nm0186563/,/name/nm0048336/,/name/nm0746896/",56142,23070045
tt0097116,Cousins,1989,PG-13,113,Data/Imdb/Romance,6.3,Two couples go to a mutual friend's wedding and end up swapping partners.,Joel Schumacher,/name/nm0001708/,"Ted Danson, Isabella Rossellini, Sean Young, William Petersen","/name/nm0001101/,/name/nm0000618/,/name/nm0000707/,/name/nm0676973/",4897,22030000
tt0056875,Blood Feast,1963,Not Rated,67,Data/Imdb/Horror,5,An Egyptian caterer kills various women in suburban Miami to use their body parts to revive a dormant Egyptian goddess while an inept police detective tries to track him down.,Herschell Gordon Lewis,/name/nm0504496/,"William Kerwin, Mal Arnold, Connie Mason, Lyn Bolton","/name/nm0450138/,/name/nm0036546/,/name/nm0556654/,/name/nm0093421/",6927,4000000
tt0233841,Baran,2001,PG,94,Data/Imdb/Romance,7.8,"In a building site in present-day Tehran, Lateef, a 17-year-old Turkish worker is irresistibly drawn to Rahmat, a young Afghan worker. The revelation of Rahmat's secret changes both their lives.",Majid Majidi,/name/nm0006498/,"Hossein Abedini, Zahra Bahrami, Mohammad Amir Naji, Hossein Mahjoub","/name/nm0008416/,/name/nm0046969/,/name/nm0619870/,/name/nm0536954/",8614,125900
tt0837796,House,2008,R,88,Data/Imdb/Horror,4.5,"In rural Alabama, two couples find themselves in a fight for survival. Running from a maniac (The Tin Man) bent on killing them, they flee deep into the woods and seek refuge in a house.",Robby Henson,/name/nm0378240/,"Reynaldo Rosales, Heidi Dippold, Michael Madsen, Julie Ann Emery","/name/nm1080919/,/name/nm1435180/,/name/nm0000514/,/name/nm1024264/",5976,574940
tt0086998,Breakin',1984,PG,87,Data/Imdb/Romance,5.8,A struggling young jazz dancer meets up with two break-dancers. Together they become the sensation of the street crowds.,Joel Silberg,/name/nm0797854/,"Lucinda Dickey, Adolfo Quinones, Michael Chambers, Ben Lokey","/name/nm0225466/,/name/nm0704044/,/name/nm0150400/,/name/nm0518091/",6786,38682707
tt0070079,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,1973,G,105,Data/Imdb/Family,6.2,Precocious Claudia and her brother run away from home and hide in the Metropolitan Museum in New York.,Fielder Cook,/name/nm0177034/,"Ingrid Bergman, Sally Prager, Johnny Doran, George Rose","/name/nm0000006/,/name/nm0695110/,/name/nm0233380/,/name/nm0741394/",689,113606
tt0206742,Fast Food Fast Women,2000,R,95,Data/Imdb/Romance,6.4,"How important is the truth when falling in love? Bella is a Manhattan café waitress, about to turn 35, stuck in a long-term affair going nowhere. Paul is a widower, facing old age alone. ...                See full summary »",Amos Kollek,/name/nm0464180/,"Anna Thomson, Jamie Harris, Louise Lasser, Robert Modica","/name/nm0505764/,/name/nm0364807/,/name/nm0489837/,/name/nm0595281/",2121,186586
tt0250720,See Spot Run,2001,PG,94,Data/Imdb/Action,5.3,"A mailman takes care of a dog that, unbeknownst to him, is an FBI drug-sniffing superdog that has escaped from the witness protection program after becoming the target of an assassination.",John Whitesell,/name/nm0925870/,"David Arquette, Michael Clarke Duncan, Leslie Bibb, Joe Viterelli","/name/nm0000274/,/name/nm0003817/,/name/nm0004753/,/name/nm0899995/",9443,33357476
tt8075202,A Faithful Man,2018,NA,75,Data/Imdb/Romance,6.2,"A couple's relationship becomes complicated when she leaves him for his best friend, and returns after he dies.",Louis Garrel,/name/nm0308039/,"Louis Garrel, Laetitia Casta, Lily-Rose Depp, Joseph Engel","/name/nm0308039/,/name/nm0144377/,/name/nm6675440/,/name/nm0257100/",4007,58049
tt0102065,House Party 2,1991,R,94,Data/Imdb/Romance,5.3,"When Kid's college money is stolen by a crooked music promoter, Play's solution is to stage the 'mutha' of all pajama parties. Starring Kid 'n Play and Martin Lawrence.","George Jackson, Doug McHenry",/name/nm0413547/,"Christopher Reid, Christopher Martin, Martin Lawrence, Bowlegged Lou","/name/nm0570408/,/name/nm0717212/,/name/nm0552086/,/name/nm0001454/,/name/nm0101193/",6815,19281235
tt0086857,The Adventures of Pinocchio,1984,Not Rated,98,Data/Imdb/Animation,5.1,A puppet goes on a fantastical adventure in a quest to turn into a real boy.,"Ippei Kuri, Jim Terry",/name/nm0475691/,"Danielle Romeo, Lacoya Newsome, Cindy Kozacik, Tony Roscia","/name/nm0856008/,/name/nm0739223/,/name/nm1965690/,/name/nm1967442/,/name/nm1965248/",97,14764717
tt0099938,Kindergarten Cop,1990,PG-13,111,Data/Imdb/Action,6.2,"A tough cop must pose as a kindergarten teacher in order to locate a dangerous criminal's ex-wife, who may hold the key to putting him behind bars.",Ivan Reitman,/name/nm0718645/,"Arnold Schwarzenegger, Penelope Ann Miller, Pamela Reed, Linda Hunt","/name/nm0000216/,/name/nm0000542/,/name/nm0715622/,/name/nm0001373/",153052,91457688
tt0099141,Bird on a Wire,1990,PG-13,110,Data/Imdb/Action,6,An old flame discovers her ex-boyfriend from the past is a relocated FBI informant out to stop the bad guys.,John Badham,/name/nm0000824/,"Mel Gibson, Goldie Hawn, David Carradine, Bill Duke","/name/nm0000154/,/name/nm0000443/,/name/nm0001016/,/name/nm0004886/",45667,70980000
tt0087062,City Heat,1984,PG,93,Data/Imdb/Action,5.5,"Slick Private Investigator Mike Murphy (Burt Reynolds) and tough Police Lieutenant Speer (Clint Eastwood), once partners, now bitter enemies, reluctantly team up to investigate a murder.",Richard Benjamin,/name/nm0000907/,"Clint Eastwood, Burt Reynolds, Jane Alexander, Madeline Kahn","/name/nm0000142/,/name/nm0000608/,/name/nm0000737/,/name/nm0001404/",10211,38348988
tt0209958,The Cell,2000,R,107,Data/Imdb/Crime,6.4,"An F.B.I. Agent persuades a social worker, who is adept with a new experimental technology, to enter the mind of a comatose serial killer in order to learn where he has hidden his latest kidnap victim.",Tarsem Singh,/name/nm0802248/,"Jennifer Lopez, Vince Vaughn, Vincent D'Onofrio, Colton James","/name/nm0000182/,/name/nm0000681/,/name/nm0000352/,/name/nm0416381/",104454,61334059
tt1314652,The Housemaid,2010,Not Rated,107,Data/Imdb/Thriller,6.4,A man's affair with his family's housemaid leads to dark consequences.,Im Sang-soo,/name/nm0407992/,"Jeon Do-yeon, Lee Jung-jae, Youn Yuh-jung, Woo Seo","/name/nm0161133/,/name/nm0497631/,/name/nm0950926/,/name/nm3207873/",11476,149757
tt2926810,ABCs of Death 2,2014,Not Rated,125,Data/Imdb/Horror,5.4,Another 26-chapter anthology that showcases death in all its vicious wonder and brutal beauty.,"Rodney Ascher, Julian Barratt, Robert Boocheck, Alejandro Brugués, Kristina Buozyte, Alexandre Bustillo, Larry Fessenden, Julian Gilbey, Jim Hosking, Lancelot Oduwa Imasuen, E.L. Katz, Aharon Keshales, Steven Kostanski, Marvin Kren, Juan Martínez Moreno, Erik Matti, Wolfgang Matzl, Julien Maury, Robert Morgan, Chris Nash, Vincenzo Natali, Hajime Ohata, Navot Papushado, Bill Plympton, Dennison Ramalho, Todd Rohal, Jerome Sable, Bruno Samper, Jen Soska, Sylvia Soska, Sôichi Umezawa",/name/nm0038896/,"Eric Jacobus, Andy Nyman, Simon Barrett, Teela LaRoux","/name/nm1027986/,/name/nm0095321/,/name/nm1486025/,/name/nm3043504/,/name/nm2376614/,/name/nm0275244/,/name/nm1402202/,/name/nm1671995/,/name/nm2101710/,/name/nm1414810/,/name/nm3522076/,/name/nm2725627/,/name/nm1289234/,/name/nm0554890/,/name/nm0560277/,/name/nm8060038/,/name/nm2377660/,/name/nm1152178/,/name/nm1854288/,/name/nm0622112/,/name/nm4055378/,/name/nm4142927/,/name/nm0687739/,/name/nm0707963/,/name/nm0737442/,/name/nm3009132/,/name/nm3042028/,/name/nm3609341/,/name/nm3609300/,/name/nm1730404/,/name/nm2009674/,/name/nm0638762/,/name/nm1440023/,/name/nm7970074/",8807,7016
tt1231586,A Good Old Fashioned Orgy,2011,R,95,Data/Imdb/Romance,6.1,A group of 30-year-olds who have been friends since high school attempt to throw an end-of-summer orgy.,"Alex Gregory, Peter Huyck",/name/nm0339733/,"Jason Sudeikis, Leslie Bibb, Tyler Labine, Lake Bell","/name/nm0404752/,/name/nm0837177/,/name/nm0004753/,/name/nm0479527/,/name/nm1128572/",23199,154604
tt0035151,Once Upon a Honeymoon,1942,Approved,117,Data/Imdb/Adventure,6.4,"In Europe at the start of World War II, a woman notices that wherever her husband goes, the Nazis seem to follow. Meanwhile, a charming reporter is following them.",Leo McCarey,/name/nm0564970/,"Ginger Rogers, Cary Grant, Walter Slezak, Albert Dekker","/name/nm0001677/,/name/nm0000026/,/name/nm0805790/,/name/nm0215260/",3029,861100
tt0086355,Star 80,1983,R,103,Data/Imdb/Biography,6.8,A successful young model finds trouble when her obsessive manager-turned-husband becomes dangerously jealous.,Bob Fosse,/name/nm0002080/,"Mariel Hemingway, Eric Roberts, Cliff Robertson, Carroll Baker","/name/nm0000446/,/name/nm0000616/,/name/nm0731772/,/name/nm0004647/",7349,6472990
tt0082031,Arthur,1981,PG,97,Data/Imdb/Romance,6.9,"Alcoholic billionaire playboy Arthur Bach must marry a woman he does not love, or he will be cut off from his $750,000,000 fortune. But when Arthur falls in love with a poor waitress, he must decide if he wants to choose love or money.",Steve Gordon,/name/nm0330619/,"Dudley Moore, Liza Minnelli, John Gielgud, Geraldine Fitzgerald","/name/nm0001545/,/name/nm0591485/,/name/nm0000024/,/name/nm0280242/",29695,95461682
tt4685636,Fantastic Journey to Oz,2017,NA,91,Data/Imdb/Adventure,4.7,"Young Dorothy leaves for the land of Oz with a group of friends. Upon arrival, the travelers realize that Emerald City has been renamed Urfinville by the cunning and wicked Urfin.","Fyodor Dmitriev, Darina Shmidt, Vladimir Toropchin",/name/nm7704725/,"Konstantin Khabenskiy, Aleksandr Boyarskiy, Kate Bristol, Tyler Bunch","/name/nm2591840/,/name/nm2932959/,/name/nm0450975/,/name/nm1650390/,/name/nm1384240/,/name/nm0120362/",331,5970922
tt2112131,Dabangg 2,2012,Not Rated,120,Data/Imdb/Action,4.8,Chulbul Pandey invites a fresh trouble when he kills the brother of a notorious politician and the former swears to wreak havoc in his life.,Arbaaz Khan,/name/nm0451170/,"Salman Khan, Sonakshi Sinha, Prakash Raj, Vinod Khanna","/name/nm0006795/,/name/nm3848064/,/name/nm0695177/,/name/nm0451396/",19055,2519190
tt0093073,Gardens of Stone,1987,R,111,Data/Imdb/Romance,6.4,"A Sergeant must deal with his desires to save the lives of young soldiers being sent to Viet Nam. Continuously denied the chance to teach the soldiers about his experiences, he settles for trying to help the son of an old Army buddy.",Francis Ford Coppola,/name/nm0000338/,"James Caan, Anjelica Huston, James Earl Jones, D.B. Sweeney","/name/nm0001001/,/name/nm0001378/,/name/nm0000469/,/name/nm0000665/",5802,5262047
tt0090305,Weird Science,1985,PG-13,94,Data/Imdb/Romance,6.6,"Two high-school nerds use a computer program to literally create the perfect woman, who promptly turns their lives upside-down.",John Hughes,/name/nm0000455/,"Anthony Michael Hall, Ilan Mitchell-Smith, Kelly LeBrock, Bill Paxton","/name/nm0001309/,/name/nm0593819/,/name/nm0001456/,/name/nm0000200/",91911,23834048
tt0081398,Raging Bull,1980,R,129,Data/Imdb/Biography,8.2,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",Martin Scorsese,/name/nm0000217/,"Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent","/name/nm0000134/,/name/nm0001550/,/name/nm0000582/,/name/nm0898634/",358955,23383987
tt0066745,"Adiós, Sabata",1970,PG-13,104,Data/Imdb/Action,5.9,Sabata helps a band of Mexican revolutionaries steal a wagon-load of gold from the occupying Austrian forces of Emperor Maximilian I.,Gianfranco Parolini,/name/nm0040789/,"Yul Brynner, Dean Reed, Ignazio Spalla, Gérard Herter","/name/nm0000989/,/name/nm0715381/,/name/nm0761033/,/name/nm0381028/",2132,546926
tt0459605,Eklavya: The Royal Guard,2007,Not Rated,105,Data/Imdb/Action,6.1,"As the kingdom of Devigarh comes apart at the seams, an aging bodyguard attempts to protect the Royal Family, as well as keep its darkest secrets from ever coming to light.",Vidhu Vinod Chopra,/name/nm0006765/,"Amitabh Bachchan, Saif Ali Khan, Sanjay Dutt, Vidya Balan","/name/nm0000821/,/name/nm0451307/,/name/nm0004569/,/name/nm1799038/",3386,1100762
tt0100774,Thousand Pieces of Gold,1990,PG-13,105,Data/Imdb/Romance,6.9,"In 1880s China, a girl is sold into marriage by her father. Rather than becoming a bride, Lalu ends up in a gold-mining town where she forges a path for her own freedom and, ultimately, true love.",Nancy Kelly,/name/nm0446716/,"Rosalind Chao, Chris Cooper, Michael Paul Chan, Dennis Dun","/name/nm0001034/,/name/nm0177933/,/name/nm0151033/,/name/nm0241748/",692,717772
tt0398712,Assault on Precinct 13,2005,R,109,Data/Imdb/Action,6.3,"A police sergeant must rally the cops and prisoners together to protect themselves on New Year's Eve, just as corrupt policeman surround the station with the intent of killing all to keep their deception in the ranks.",Jean-François Richet,/name/nm0724938/,"Ethan Hawke, Laurence Fishburne, Gabriel Byrne, Maria Bello","/name/nm0000160/,/name/nm0000401/,/name/nm0000321/,/name/nm0004742/",79848,19976073
tt0097115,Courage Mountain,1990,PG,94,Data/Imdb/Adventure,5.7,"In this version of ""Heidi,"" a young Swiss girl is sent off to boarding school at the beginning of World War I.",Christopher Leitch,/name/nm0500609/,"Juliette Caton, Charlie Sheen, Joanna Clarke, Nicola Stapleton","/name/nm0146258/,/name/nm0000221/,/name/nm8470202/,/name/nm0822974/",880,1393610
tt1939659,Carrie,2013,R,100,Data/Imdb/Horror,5.8,"A shy girl, outcast by her peers and sheltered by her religious mother, unleashes telekinetic terror on her small town after being pushed too far at her senior prom.",Kimberly Peirce,/name/nm0005303/,"Chloë Grace Moretz, Julianne Moore, Gabriella Wilde, Portia Doubleday","/name/nm1631269/,/name/nm0000194/,/name/nm3538539/,/name/nm0234668/",142578,35266619
tt4935158,Demon,2015,R,94,Data/Imdb/Fantasy,6.1,"A bridegroom is possessed by an unquiet spirit in the midst of his own wedding celebration, in this clever take on the Jewish legend of the dybbuk.",Marcin Wrona,/name/nm1672085/,"Itay Tiran, Agnieszka Zulewska, Andrzej Grabowski, Tomasz Schuchardt","/name/nm1553954/,/name/nm4521098/,/name/nm0333275/,/name/nm3949598/",5879,104038
tt0095800,The Bear,1988,PG,96,Data/Imdb/Adventure,7.7,An orphan bear cub hooks up with an adult male as they try to dodge human hunters.,Jean-Jacques Annaud,/name/nm0000269/,"Tchéky Karyo, Bart the Bear, Youk the Bear, Jack Wallace","/name/nm0001409/,/name/nm1075976/,/name/nm1212486/,/name/nm0908685/",18293,31753898
tt0066341,The School Girls,1970,NA,90,Data/Imdb/Romance,4.7,"Mockumentary about German schoolgirls openly talking about their scandalous sexual experiences. Some of these are illustrated through inserted vignettes. Also, a street reporter asks actual common folk about their views on sex.",Ernst Hofbauer,/name/nm0388648/,"Günther Kieslich, Wolf Harnisch, Helga Kruck, Friedrich von Thun","/name/nm0452643/,/name/nm0363686/,/name/nm0472451/,/name/nm0903110/",708,63500
tt0471030,Red Road,2006,Not Rated,113,Data/Imdb/Mystery,6.8,"Jackie works as a CCTV operator. Each day she watches over a small part of the world, protecting the people living their lives under her gaze. One day a man appears on her monitor, a man she thought she would never see again, a man she never wanted to see again. Now she has no choice, she is compelled to confront him.",Andrea Arnold,/name/nm0036349/,"Kate Dickie, Tony Curran, Martin Compston, Natalie Press","/name/nm0225483/,/name/nm0192889/,/name/nm1161994/,/name/nm1461267/",13261,153432
tt0092844,Witness in the War Zone,1987,R,100,Data/Imdb/Action,5.4,An American journalist is set up and fed false information after the Lebanon war.,Nathaniel Gutman,/name/nm0349640/,"Christopher Walken, Hywel Bennett, Marita Marschall, Arnon Zadok","/name/nm0000686/,/name/nm0071799/,/name/nm0550410/,/name/nm0879246/",523,141211
